Entry number,Entry ID,Source,Street field,Authoritative locality field(s),Lookup street,Lookup locality,Lookup key,Duplicate lookup reused,Original collector category,Original collector status,Review category,Status,Hydrants pill,Reviewed resolution,Resolution confidence,Approximate vicinity anchor,Anchor key,Query attempted,Matched official address,Method used,Score,Latitude,Longitude,Manual override,Notes / unresolved reason,Secondary evidence,Fallback address when grey
232,BLACKWOOD MAIN-162,BLACKWOOD MAIN,GANNET AVENUE,GLENALTA,GANNET AVENUE,GLENALTA,GANNET AVENUE|GLENALTA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GANNET AVENUE, GLENALTA SA","1 GANNET AVENUE, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.01169449705092,138.62714267474922,No,,,
233,BLACKWOOD MAIN-163,BLACKWOOD MAIN,GARNET AVENUE,BLACKWOOD,GARNET AVENUE,BLACKWOOD,GARNET AVENUE|BLACKWOOD,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"GARNET AVENUE, BLACKWOOD SA","49 GARNET AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.03033062786706,138.6120109135358,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
234,BLACKWOOD PARK-25,BLACKWOOD PARK,GARTRELL BOULEVARD,CRAIGBURN FARM,GARTRELL BOULEVARD,CRAIGBURN FARM,GARTRELL BOULEVARD|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GARTRELL BOULEVARD, CRAIGBURN FARM SA","1 GARTRELL BOULEVARD, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.03874751883815,138.60957902334079,No,,,
235,BLACKWOOD PARK-26,BLACKWOOD PARK,GARTRELL LANE,CRAIGBURN FARM,GARTRELL LANE,CRAIGBURN FARM,GARTRELL LANE|CRAIGBURN FARM,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 GARTRELL LANE, CRAIGBURN FARM SA","1 GARTRELL BOULEVARD, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed No. 1,89.24,-35.03874751883815,138.60957902334079,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for GARTRELL BOULEVARD, CRAIGBURN FARM.",,
236,BLACKWOOD MAIN-164,BLACKWOOD MAIN,GAULT ROAD,BELAIR,GAULT ROAD,BELAIR,GAULT ROAD|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GAULT ROAD, BELAIR SA","1 GAULT ROAD, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.003533229385376,138.61694318033685,No,,,
237,BLACKWOOD MAIN-165,BLACKWOOD MAIN,GLADSTONE ROAD,BLACKWOOD,GLADSTONE ROAD,BLACKWOOD,GLADSTONE ROAD|BLACKWOOD,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"GLADSTONE ROAD, BLACKWOOD SA","4 GLADSTONE ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.022181634389455,138.61532174232005,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
238,BLACKWOOD MAIN-166,BLACKWOOD MAIN,GLASGOW ROAD,HAWTHORNDENE,GLASGOW ROAD,HAWTHORNDENE,GLASGOW ROAD|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 GLASGOW ROAD, HAWTHORNDENE SA","2 GLASGOW ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 2,100,-35.02272579005521,138.6349198848528,No,,,
239,BLACKWOOD MAIN-167,BLACKWOOD MAIN,GLEN AVENUE,HAWTHORNDENE,GLEN AVENUE,HAWTHORNDENE,GLEN AVENUE|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GLEN AVENUE, HAWTHORNDENE SA","1 GLEN AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.019237074489105,138.6194444463768,No,,,
240,BLACKWOOD MAIN-168,BLACKWOOD MAIN,GLEN ROAD,EDEN HILLS,GLEN ROAD,EDEN HILLS,GLEN ROAD|EDEN HILLS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GLEN ROAD, EDEN HILLS SA","1 GLEN ROAD, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.01934273923754,138.6047001225743,No,,,
241,BLACKWOOD MAIN-169,BLACKWOOD MAIN,GLENBERRIE PLACE,HAWTHORNDENE,GLENBERRIE PLACE,HAWTHORNDENE,GLENBERRIE PLACE|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GLENBERRIE PLACE, HAWTHORNDENE SA","1 GLENBERRIE PLACE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.016705567696285,138.640105640318,No,,,
242,CORO STREETS-36,CORO STREETS,GLENDALE AVENUE,FLAGSTAFF HILL,GLENDALE AVENUE,FLAGSTAFF HILL,GLENDALE AVENUE|FLAGSTAFF HILL,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 GLENDALE AVENUE, FLAGSTAFF HILL SA","2 GLENDALE AVENUE, FLAGSTAFF HILL, SOUTH AUSTRALIA, 5159",No. 2,100,-35.05750496843955,138.6146694314909,No,,,
243,BLACKWOOD MAIN-170,BLACKWOOD MAIN,GLENFIELD COURT,HAWTHORNDENE,GLENFIELD COURT,HAWTHORNDENE,GLENFIELD COURT|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GLENFIELD COURT, HAWTHORNDENE SA","1 GLENFIELD COURT, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02454450451308,138.62340367248098,No,,,
244,BLACKWOOD MAIN-171,BLACKWOOD MAIN,GLENGARRY AVENUE,GLENALTA,GLENGARRY AVENUE,GLENALTA,GLENGARRY AVENUE|GLENALTA,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"GLENGARRY AVENUE, GLENALTA SA","14 GLENGARRY AVENUE, GLENALTA, SOUTH AUSTRALIA, 5052",Reviewed street-only,100,-35.008908612160006,138.62489383005274,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
245,BLACKWOOD MAIN-172,BLACKWOOD MAIN,GLENGARRY LANE,GLENALTA,GLENGARRY LANE,GLENALTA,GLENGARRY LANE|GLENALTA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"GLENGARRY LANE, GLENALTA SA","21 GLENGARRY LANE, GLENALTA, SOUTH AUSTRALIA, 5052",street-only,100,-35.00956359129086,138.62402876663248,No,,,
246,BLACKWOOD MAIN-173,BLACKWOOD MAIN,GLENGYLE AVENUE,BLACKWOOD,GLENGYLE AVENUE,BLACKWOOD,GLENGYLE AVENUE|BLACKWOOD,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"GLENGYLE AVENUE, BLACKWOOD SA","26A GLENGYLE AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.01347496585068,138.61379600739193,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
247,BLACKWOOD MAIN-174,BLACKWOOD MAIN,GLENWOOD DRIVE,BELLEVUE HEIGHTS,GLENWOOD DRIVE,BELLEVUE HEIGHTS,GLENWOOD DRIVE|BELLEVUE HEIGHTS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GLENWOOD DRIVE, BELLEVUE HEIGHTS SA","1 GLENWOOD DRIVE, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.02428212150981,138.58505679679897,No,,,
248,BLACKWOOD MAIN-175,BLACKWOOD MAIN,GLOUCESTER AVENUE,BELAIR · BLACKWOOD,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,UPPER STURT ROAD|BELAIR,"2 UPPER STURT ROAD, BELAIR SA","2 UPPER STURT ROAD, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-34.998930586791175,138.63197212299033,No,The Directions entry spans multiple locality fields. A reviewed official approach point (UPPER STURT ROAD|BELAIR) was selected without merging it with other same-name street records.,,
249,BLACKWOOD MAIN-176,BLACKWOOD MAIN,GOLDNEY GROVE,HAWTHORNDENE,GOLDNEY GROVE,HAWTHORNDENE,GOLDNEY GROVE|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GOLDNEY GROVE, HAWTHORNDENE SA","1 GOLDNEY GROVE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01918851139765,138.63908136822798,No,,,
250,CORO STREETS-37,CORO STREETS,GOLDSACK AVENUE,COROMANDEL VALLEY,GOLDSACK AVENUE,COROMANDEL VALLEY,GOLDSACK AVENUE|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GOLDSACK AVENUE, COROMANDEL VALLEY SA","1 GOLDSACK AVENUE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.04946252914428,138.61503427728056,No,,,
251,BLACKWOOD MAIN-177,BLACKWOOD MAIN,GOOCH COURT,BELAIR,GOOCH COURT,BELAIR,GOOCH COURT|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 GOOCH COURT, BELAIR SA","2 GOOCH COURT, BELAIR, SOUTH AUSTRALIA, 5052",No. 2,100,-34.99965298501237,138.62402022806697,No,,,
252,BLACKWOOD MAIN-178,BLACKWOOD MAIN,GOOCH ROAD,BELAIR NATIONAL PARK,GOOCH ROAD,BELAIR NATIONAL PARK,GOOCH ROAD|BELAIR NATIONAL PARK,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,UPPER STURT ROAD|BELAIR,"2 UPPER STURT ROAD, BELAIR SA","2 UPPER STURT ROAD, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-34.998930586791175,138.63197212299033,No,Directions identify Gooch Road as the Belair National Park entrance from Upper Sturt Road.,,
253,BLACKWOOD PARK-27,BLACKWOOD PARK,GOODE AVENUE,CRAIGBURN FARM,GOODE AVENUE,CRAIGBURN FARM,GOODE AVENUE|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GOODE AVENUE, CRAIGBURN FARM SA","1 GOODE AVENUE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.041251986840145,138.60988196453033,No,,,
254,BLACKWOOD MAIN-179,BLACKWOOD MAIN,GORDON AVENUE,BELAIR,GORDON AVENUE,BELAIR,GORDON AVENUE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GORDON AVENUE, BELAIR SA","1 GORDON AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00248618778727,138.62776652369325,No,,,
255,BLACKWOOD MAIN-180,BLACKWOOD MAIN,GORGE ROAD,BELLEVUE HEIGHTS,GORGE ROAD,BELLEVUE HEIGHTS,GORGE ROAD|BELLEVUE HEIGHTS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GORGE ROAD, BELLEVUE HEIGHTS SA","1 GORGE ROAD, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.03248110117313,138.58944793200956,No,,,
256,BLACKWOOD MAIN-181,BLACKWOOD MAIN,GORSE AVENUE,HAWTHORNDENE,GORSE AVENUE,HAWTHORNDENE,GORSE AVENUE|HAWTHORNDENE,No,Accepted,Accepted (preserved validated),Accepted,Accepted (preserved validated),Active,No,,No,,"2 Gorse Avenue, Hawthorndene SA","2 GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 2,100,-35.023253935910596,138.62679988692054,No,,,
257,CORO STREETS-38,CORO STREETS,GOSS ROAD,ABERFOYLE PARK,GOSS ROAD,ABERFOYLE PARK,GOSS ROAD|ABERFOYLE PARK,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 GOSS ROAD, ABERFOYLE PARK SA","2 GOSS ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",No. 2,100,-35.06049453369571,138.6150024355466,No,,,
258,BLACKWOOD MAIN-182,BLACKWOOD MAIN,GOTHIC ROAD,BELLEVUE HEIGHTS,GOTHIC ROAD,BELLEVUE HEIGHTS,GOTHIC ROAD|BELLEVUE HEIGHTS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 GOTHIC ROAD, BELLEVUE HEIGHTS SA","2 GOTHIC ROAD, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 2,100,-35.02926988898676,138.59284877150543,No,,,
259,BLACKWOOD MAIN-183,BLACKWOOD MAIN,GOVERNMENT ROAD,SPRINGFIELD,GOVERNMENT ROAD,SPRINGFIELD,GOVERNMENT ROAD|SPRINGFIELD,No,Failed,Failed,Failed,Failed,Grey fallback,No,,No,,"1 GOVERNMENT ROAD, SPRINGFIELD SA | 2 GOVERNMENT ROAD, SPRINGFIELD SA | GOVERNMENT ROAD, SPRINGFIELD SA",,,,,,No,No. 1: returned suburb/locality does not exactly match; No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
260,BLACKWOOD PARK-28,BLACKWOOD PARK,GRAND BOULEVARD,CRAIGBURN FARM,GRAND BOULEVARD,CRAIGBURN FARM,GRAND BOULEVARD|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 GRAND BOULEVARD, CRAIGBURN FARM SA","2 GRAND BOULEVARD, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 2,100,-35.03826775818746,138.61914968797922,No,,,
261,BLACKWOOD MAIN-184,BLACKWOOD MAIN,GRASKE GROVE,EDEN HILLS,GRASKE GROVE,EDEN HILLS,GRASKE GROVE|EDEN HILLS,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,PASADENA CRESCENT|PASADENA,"1 PASADENA CRESCENT, PASADENA SA","1 PASADENA CRESCENT, PASADENA, SOUTH AUSTRALIA, 5042",Reviewed Directions route vicinity anchor,100,-35.01116065881851,138.58586084505305,No,Directions place Graske Grove directly from Pasadena Crescent.,,
262,BLACKWOOD PARK-29,BLACKWOOD PARK,GRASS LILY STREET,CRAIGBURN FARM,GRASS LILY STREET,CRAIGBURN FARM,GRASS LILY STREET|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GRASS LILY STREET, CRAIGBURN FARM SA","1 GRASS LILY STREET, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.0395743366003,138.6163881735774,No,,,
263,CORO STREETS-39,CORO STREETS,GRASSMERE CLOSE,COROMANDLE VALLEY,GRASSMERE CLOSE,COROMANDLE VALLEY,GRASSMERE CLOSE|COROMANDLE VALLEY,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"2 GRASSMERE CLOSE, COROMANDLE VALLEY SA","2 GRASSMERE CLOSE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed No. 2,55,-35.05689979760761,138.61909525462397,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for GRASSMERE CLOSE, COROMANDEL VALLEY.",,
264,BLACKWOOD MAIN-185,BLACKWOOD MAIN,GRATTON STREET,BELAIR · BLACKWOOD,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,CEDAR AVENUE|BLACKWOOD,"1 CEDAR AVENUE, BLACKWOOD SA","1 CEDAR AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.01012286733308,138.6190940094165,No,The Directions entry spans multiple locality fields. A reviewed official approach point (CEDAR AVENUE|BLACKWOOD) was selected without merging it with other same-name street records.,,
265,BLACKWOOD MAIN-186,BLACKWOOD MAIN,GREENGLADE ROAD,BELAIR,GREENGLADE ROAD,BELAIR,GREENGLADE ROAD|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GREENGLADE ROAD, BELAIR SA","1 GREENGLADE ROAD, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-34.99659742376014,138.6415141478569,No,,,
266,BLACKWOOD MAIN-187,BLACKWOOD MAIN,GREENOCK ROAD,HAWTHORNDENE,GREENOCK ROAD,HAWTHORNDENE,GREENOCK ROAD|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GREENOCK ROAD, HAWTHORNDENE SA","1 GREENOCK ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02057478308879,138.63744925700428,No,,,
267,BLACKWOOD MAIN-188,BLACKWOOD MAIN,GREENWOOD CRESCENT,GLENALTA,GREENWOOD CRESCENT,GLENALTA,GREENWOOD CRESCENT|GLENALTA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 GREENWOOD CRESCENT, GLENALTA SA","2 GREENWOOD CRESCENT, GLENALTA, SOUTH AUSTRALIA, 5052",No. 2,100,-35.01306369161099,138.62414634979532,No,,,
268,CORO STREETS-40,CORO STREETS,GREENWOOD GROVE,COROMANDEL VALLEY,GREENWOOD GROVE,COROMANDEL VALLEY,GREENWOOD GROVE|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GREENWOOD GROVE, COROMANDEL VALLEY SA","1 GREENWOOD GROVE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.04134502162706,138.6269523358926,No,,,
269,BLACKWOOD PARK-30,BLACKWOOD PARK,GRENACHE CIRCUIT,CRAIGBURN FARM,GRENACHE CIRCUIT,CRAIGBURN FARM,GRENACHE CIRCUIT|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 GRENACHE CIRCUIT, CRAIGBURN FARM SA","2 GRENACHE CIRCUIT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 2,100,-35.03843852949804,138.61378302165684,No,,,
270,BLACKWOOD MAIN-189,BLACKWOOD MAIN,GREVILLEA WAY,BELAIR · BLACKWOOD,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,GULFVIEW ROAD|BLACKWOOD,"2 GULFVIEW ROAD, BLACKWOOD SA","2 GULFVIEW ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.014752726604875,138.6171674955688,No,The Directions entry spans multiple locality fields. A reviewed official approach point (GULFVIEW ROAD|BLACKWOOD) was selected without merging it with other same-name street records.,,
271,BLACKWOOD MAIN-190,BLACKWOOD MAIN,GROVE STREET,EDEN HILLS,GROVE STREET,EDEN HILLS,GROVE STREET|EDEN HILLS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GROVE STREET, EDEN HILLS SA","1 GROVE STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.01699463371683,138.60363458075088,No,,,
272,BLACKWOOD MAIN-191,BLACKWOOD MAIN,GULFVIEW ROAD,BLACKWOOD,GULFVIEW ROAD,BLACKWOOD,GULFVIEW ROAD|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 GULFVIEW ROAD, BLACKWOOD SA","2 GULFVIEW ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 2,100,-35.014752726604875,138.6171674955688,No,,,
273,BLACKWOOD MAIN-192,BLACKWOOD MAIN,GUM GROVE,BELAIR · BLACKWOOD,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,GULFVIEW ROAD|BLACKWOOD,"2 GULFVIEW ROAD, BLACKWOOD SA","2 GULFVIEW ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.014752726604875,138.6171674955688,No,The Directions entry spans multiple locality fields. A reviewed official approach point (GULFVIEW ROAD|BLACKWOOD) was selected without merging it with other same-name street records.,,
274,BLACKWOOD MAIN-193,BLACKWOOD MAIN,GUM ROAD,HAWTHORNDENE,GUM ROAD,HAWTHORNDENE,GUM ROAD|HAWTHORNDENE,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,BLACKWOOD CFS|16A GORSE AVENUE HAWTHORNDENE,"16A GORSE AVENUE, HAWTHORNDENE SA","16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.02315147312423,138.62864279398076,No,This Directions entry is the Blackwood CFS station itself; the official 16A Gorse Avenue station coordinate is the correct operational starting point.,https://www.homely.com.au/find-street-by-suburb/hawthorndene-mitcham-adelaide-greater-south-australia,
275,CORO STREETS-41,CORO STREETS,GWENDOLINE COURT,COROMANDEL VALLEY,GWENDOLINE COURT,COROMANDEL VALLEY,GWENDOLINE COURT|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 GWENDOLINE COURT, COROMANDEL VALLEY SA","1 GWENDOLINE COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.037254515077905,138.6276857630943,No,,,
276,BLACKWOOD PARK-31,BLACKWOOD PARK,HACKETT CLOSE,CRAIGBURN FARM,HACKETT CLOSE,CRAIGBURN FARM,HACKETT CLOSE|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 HACKETT CLOSE, CRAIGBURN FARM SA","2 HACKETT CLOSE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 2,100,-35.03947774407776,138.6098417621176,No,,,
277,BLACKWOOD MAIN-194,BLACKWOOD MAIN,HAKEA COURT,COROMANDEL VALLEY,HAKEA COURT,COROMANDEL VALLEY,HAKEA COURT|COROMANDEL VALLEY,Yes,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"HAKEA COURT, COROMANDEL VALLEY SA","3 HAKEA COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.04065642189444,138.62161591032313,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
278,CORO STREETS-42,CORO STREETS,HAKEA COURT,COROMANDEL VALLEY,HAKEA COURT,COROMANDEL VALLEY,HAKEA COURT|COROMANDEL VALLEY,Yes,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"HAKEA COURT, COROMANDEL VALLEY SA","3 HAKEA COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.04065642189444,138.62161591032313,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
279,BLACKWOOD MAIN-195,BLACKWOOD MAIN,HAMILTON LANE,BELAIR,HAMILTON LANE,BELAIR,HAMILTON LANE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 HAMILTON LANE, BELAIR SA","2 HAMILTON LANE, BELAIR, SOUTH AUSTRALIA, 5052",No. 2,100,-34.99513821848843,138.6341788085195,No,,,
280,BLACKWOOD MAIN-196,BLACKWOOD MAIN,HANNAFORD ROAD,BLACKWOOD,HANNAFORD ROAD,BLACKWOOD,HANNAFORD ROAD|BLACKWOOD,No,Accepted,Accepted (preserved validated),Accepted,Accepted (preserved validated),Active,No,,No,,"1 Hannaford Road, Blackwood SA","1 HANNAFORD ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01504179262541,138.6093353184496,No,,,
281,BLACKWOOD MAIN-197,BLACKWOOD MAIN,HARCOURT AVENUE,BELAIR,HARCOURT AVENUE,BELAIR,HARCOURT AVENUE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 HARCOURT AVENUE, BELAIR SA","1 HARCOURT AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.005738313933456,138.63048801356916,No,,,
282,BLACKWOOD MAIN-198,BLACKWOOD MAIN,HAWKER AVENUE,BELAIR,HAWKER AVENUE,BELAIR,HAWKER AVENUE|BELAIR,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"HAWKER AVENUE, BELAIR SA","32 HAWKER AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed street-only,100,-35.00543572851749,138.60731399094718,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
283,BLACKWOOD MAIN-199,BLACKWOOD MAIN,HAWTHORNDENE DRIVE,HAWTHORNDENE,HAWTHORNDENE DRIVE,HAWTHORNDENE,HAWTHORNDENE DRIVE|HAWTHORNDENE,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"HAWTHORNDENE DRIVE, HAWTHORNDENE SA","8 HAWTHORNDENE DRIVE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.01740448486227,138.6215732174955,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
284,BLACKWOOD PARK-32,BLACKWOOD PARK,HAYMAN RETREAT,CRAIGBURN FARM,HAYMAN RETREAT,CRAIGBURN FARM,HAYMAN RETREAT|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"HAYMAN RETREAT, CRAIGBURN FARM SA","5 HAYMAN RETREAT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.03580544935277,138.60469389653693,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
285,CORO STREETS-44,CORO STREETS,HEATH LANE,FLAGSTAFF HILL,HEATH LANE,FLAGSTAFF HILL,HEATH LANE|FLAGSTAFF HILL,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 HEATH LANE, FLAGSTAFF HILL SA","2 HEATH LANE, FLAGSTAFF HILL, SOUTH AUSTRALIA, 5159",No. 2,100,-35.05651147076278,138.61403135160432,No,,,
